salt,solvent,concentration,solv_per_ion_pair
[Na+].[Br-],CC(C)CSC1CC2CCCC2C1,1.23,3.79
[Na+].[Br-],CCC(C)C(OOC)C(C)C(C)C,1.01,4.94
[Na+].[Br-],CCCC(CCCC#N)C(F)(F)F,0.61,8.17
[Na+].[Br-],CCCC(C(C)C)C1(C)CCCC1,0.83,6.28
[Na+].[Br-],C#Cc1sccc1C(C)(C)C,0.43,13.79
[Na+].[Br-],CCCCC(C)C(=O)OOCF,1.41,3.64
[Na+].[Br-],CC1C(C#N)C23CC(C)C(C)(C2)C13,1.23,4.29
[Na+].[Br-],COC(=O)C1(C)CCC12CCCC2,0.66,7.98
[Na+].[Br-],CC1CC2CC(C2)C(C)C(=O)OC1C,1.1,4.32
[Na+].[Br-],COOCC(C)CCC(C)C,1.14,5.1
[Na+].[Br-],CC1CC(C)C(CCC(=O)N(C)C)C1,1.06,4.47
[Na+].[Br-],CCCC(C)C(C)CCC(=O)CC#N,0.34,14.75
[Na+].[Br-],CCCC(=O)C(CC)CC(C)(C)F,1.37,3.56
[Na+].[Br-],CCCC(C#N)CCCC(C)(C)CC,1.46,3.2
[Na+].[Br-],CCC1C(C)CC12CCS2(=O)=O,1.5,3.22
[Na+].[Br-],CCCC(F)C(=O)CC,1.5,4.59
[Na+].[Br-],CC1CC(C)(C)C2CCCC12,1.46,4.1
[Na+].[Br-],CC1CCC(C)C12C(=O)CCCC2=O,1.19,4.01
[Na+].[Br-],COC(=O)CC1(CC(C)C)CCC1,0.34,15.63
[Na+].[Br-],CCCC1(CC)C(COC)C1(C)C,0.88,5.84
[Na+].[Br-],CC(=O)C(C)(C)C(C)C#N,0.57,12.17
[Na+].[Br-],CCC12CC(CN(C)CC1C)C1CC12,0.57,8.76
[Na+].[Br-],CC1CCCC2CC34CCC1C23C4,1.32,3.95
[Na+].[Br-],CCCCC1CC(CCC(C)C)C1,1.28,3.95
[Na+].[Br-],CCC1CC(C(C)C)C(C)(C)C1C,0.92,5.63
[Na+].[Br-],CCC(C)CC(C)=O,1.19,6.83
[Na+].[Br-],CC1C2C(C)(C)C3CC3(C)C12C,0.43,13.79
[Na+].[Br-],CC1C2CC(=O)C(C#N)C(C)(C)CC12,0.57,8.86
[Na+].[Cl-],CCCC(=O)CCCCC(F)CC,0.48,10.88
[Na+].[Cl-],CCCC(OC)C1OC(=O)OC1=O,0.52,10.04
[Na+].[Cl-],CCCP(C)CCC,0.39,19.14
[Na+].[Cl-],CCC1CC1C1CC(CC(C)C)C1,0.66,8.21
[Na+].[Cl-],CC(=O)C1CC2CCCC(C2)C1=O,0.97,5.53
[Na+].[Cl-],CCC(CC#N)CCF,0.66,11.46
[Na+].[Cl-],COC(=O)C(C)CS(C)(=O)=O,0.7,7.74
[Na+].[Cl-],CCC1CC(C(=O)OC)CC1=O,0.88,6.47
[Na+].[Cl-],CCCCCC(F)C(=O)CN(C)C,0.97,5.27
[Na+].[Cl-],CN(C)C(=O)CC1(C)CC2CC1C2,0.7,7.69
[Na+].[Cl-],CCCC1CCC1CCl,0.57,11.73
[Na+].[Cl-],C1CC(C2CC3CC4(CCC24)C3)C1,0.79,6.98
[Na+].[Cl-],CCCC12CC(C1CC)N(C)C2CC,0.3,16.89
[Na+].[Cl-],CCC1CCCC(=O)C1Cl,0.88,6.86
[Na+].[Cl-],CC(C)CC1(C)CCCC(C)C1C#N,1.46,3.36
[Na+].[Cl-],CCCC1CC1(CCC)CC(C)C,0.79,6.75
[Na+].[Cl-],CCC1CCC(C)(C)C(=O)C1,0.43,14.85
[Na+].[Cl-],CC1CC12CCC1CCC3C(CC1)C32,1.14,4.43
[Na+].[Cl-],CCCC(CC)C(C)(C)CSC,0.43,12.16
[Na+].[Cl-],CCCCC(C)CC(=O)CC,0.52,12.09
[Na+].[Cl-],CCOC(C)OC(=O)OC,0.48,13.83
[Na+].[Cl-],CCCCCS(=O)(=O)CC,1.37,4.23
[Na+].[Cl-],CCCC1(CCC(C)C)CCCC1,1.5,3.47
[Na+].[Cl-],CCC(=O)CC1OC(=O)C1C1CC1,0.97,5.47
[Na+].[Cl-],CCCC1C(CC)OCC1C1(C)CC1,1.06,4.63
[Na+].[Cl-],CC1C(=O)C2CCCC(C)(C2)C1(C)C,1.1,4.5
[Na+].[Cl-],CCCC(CCCC#N)C(F)(F)F,1.06,4.7
[Na+].[Cl-],CCCC1(C)CCC(C)CC1(C)C,0.97,5.47
[Na+].[Cl-],CCCCC(C#N)C(F)(F)C(F)F,1.5,3.21
[Na+].[Cl-],CC1CC2CCCC3(CCCC3=O)C12,1.19,4.19
[Na+].[Cl-],CCC1CCCCC(CC)C(=O)O1,0.39,13.73
[Na+].[Cl-],CC1CC1C(CC1CC1)C1CCC1,0.74,7.39
[Na+].[Cl-],CC(=O)OC1(C)CCCC(C)(C)C1C,1.5,3.19
[Na+].[Cl-],CCCC(=O)C(C#N)C(CC)CC,0.79,6.79
[Na+].[Cl-],CCCCC1C(CC)C1(C)Cl,0.52,10.81
[Na+].[Cl-],CC(=O)CCC1CC(=O)C1C(C)C,1.37,3.82
[Na+].[Cl-],CC(=O)C1(CC(C)C(C)C)CCCC1,1.06,4.63
[Na+].[Cl-],CC1CC2CCCC3CCC1C32,0.97,6.07
[Na+].[Cl-],CCCCCC(CC1CCC1)C1CC1,0.79,6.34
[Na+].[Cl-],CC1C2CC3C(C2)C3C1CC#N,0.43,14.21
[Na+].[Cl-],CCCCCC(=O)OC(C)CCC,0.74,7.07
[Na+].[Cl-],CC12CC3C4CCC35CC(C1CO5)C42,0.83,6.15
[Na+].[Cl-],CCCCC1CC(C2(C)CC2C)C1,1.46,3.61
[Na+].[Cl-],CCCC(C(C)C)C1(C)CCCC1,0.66,8.12
[Na+].[Cl-],CCCCC(C)C(=O)C1CO1,0.48,13.12
[Na+].[Cl-],CCCCCC(F)(F)C(C)C,0.79,7.5
[Na+].[Cl-],CC(=O)CCCC1CCC(=O)C1C,1.5,3.47
[Na+].[Cl-],CC1CCC2CC1(C1CC3CC1C3)C2,0.88,5.79
[Na+].[Cl-],CC(C)CSC(C)C(C)(C)C,0.74,7.55
[Na+].[Cl-],CCCC1CC2C3CCC3C3C1C23,1.1,4.96
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCCCCCC(C)CCF,0.52,9.6
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CCCC2(C#N)CCC(C1)C2,0.7,7.41
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1C2CC3CC1(CC3C#N)C2=O,1.14,4.03
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(C1CC1)C1CC1,0.48,14.24
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCP(C)CCCC(C)C,0.92,6.07
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(C)CC1(C#N)CCC(C)C1,0.3,16.65
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,COC(=O)C1CC(C)(F)CC1CF,0.7,6.84
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,COCC1C2C(C)C2C(C)CC1(C)C,0.57,8.35
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(C)(C)CC1CCCCC1C#N,1.14,4.26
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CCC(C)C12C(=O)CCCC2=O,1.41,3.06
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC(CCC(C)C(C)C)OC,0.48,11.43
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1(F)C(C)CC(C)CC1F,1.28,3.78
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CCC12CC2C(=O)OC1(C)CC1,1.1,4.09
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,C#Cc1sccc1C(C)(C)C,1.5,3.36
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CC(C)(CC)C(=O)CC1(C)C,1.41,3.03
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(C)SCC(C)(C#N)CC,0.39,12.29
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC12CCC3CCC(C1)C2COC3,1.19,4.03
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(C)C1C(C)CCCC1C#N,1.01,5.3
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(=O)C1C2CC3CC(C2)CC1C3,0.43,12.4
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(CCC)CCC(C)(C)C,0.61,8.27
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(CC)C(C)C1CC1CC,1.41,3.26
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCOS(C)(C)C(C)(C)C,0.97,4.77
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCC1CCC(CCCCCl)C1,0.7,6.96
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC1CC1CC(C)(C)CC,0.66,8.32
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC12CC(C1CC)N(C)C2CC,1.32,3.29
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CC2CCC(C)C(C2)C1=O,0.61,9.17
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,C1C2C1C1C2CC2CC21C1CC1,0.48,12.29
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC1(CC)COC(=O)OC1,1.01,5.09
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(=O)CCCC(C)C(C)(C)C#N,1.5,3.05
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CC12CCC1CCC3C(CC1)C32,0.52,9.5
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(Cl)CCC(C)C(F)(F)F,0.61,8.09
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1(C(F)F)CCCC1=O,0.88,6.9
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(C(C)C)C1(C)CCCC1,0.52,9.92
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CC2CC3CCC(C1)C3C2,1.1,4.84
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(CCC)CC(C)CC#N,0.61,8.41
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCCCCC(C)(C)C(C)(C)C,0.43,11.15
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,COC1C(C(C)=O)C2CCC3CC31C2,0.61,7.85
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCC(C)(CC)CCC(C)=O,1.46,3.1
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(=O)OC1(C)CCCC(C)(C)C1C,1.46,2.88
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCCC(SC)SSC,0.92,4.95
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCS(=O)(=O)CC(C)CCCl,0.79,5.8
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,C#Cc1ccc(N(C)C)s1,1.28,4.41
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1C2C3CC4C5CCC1(C54)C32,0.52,11.29
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CSC1(C)CCC(=O)C(C)C1,1.1,4.61
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(C)(C1CCC1)C1CCC1C,1.14,3.93
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(=O)CC(C(C)=O)C(=O)C(C)=O,1.14,4.14
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC(C#N)C1CCC(C)C1(C)C,0.57,9.92
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC(CC#N)CCC(C)CC,1.19,4.0
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CC1CC2CCSC3CC1C2C3,1.06,4.55
[Na+].[O-]S(=O)(=O)c1ccc(C)cc1,CCCC1(C)CCC(C)CC1(C)C,1.37,3.38
